checking_balance,months_loan_duration,amount,savings_balance,installment_rate,age,existing_credits,dependents,employment_months,residence_months,credit_history_delayed,credit_history_fully repaid,credit_history_fully repaid this bank,credit_history_repaid,purpose_car (new),purpose_car (used),purpose_domestic appliances,purpose_education,purpose_furniture,purpose_others,purpose_radio/tv,purpose_repairs,purpose_retraining,personal_status_divorced,personal_status_married,personal_status_single,other_debtors_guarantor,other_debtors_none,property_other,property_real estate,property_unknown/none,installment_plan_none,installment_plan_stores,housing_own,housing_rent,foreign_worker_yes,job_skilled employee,job_unemployed non-resident,job_unskilled resident,gender_male,target
-34.0,12,759,46.0,4,26,1,1,84,3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,1
0.0,36,4686,83.0,2,32,1,1,24,11,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,0
435.0,15,2687,70.0,2,26,1,1,84,60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,0
108.0,12,585,30.0,4,20,2,1,24,144,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,True,False,False,True,0
0.0,24,2255,0.0,4,54,1,1,6,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,0
-32.0,6,609,65.0,4,37,2,1,72,36,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0
-38.0,6,1361,19.0,2,40,1,2,9,156,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,0
0.0,36,7127,52.0,2,23,2,1,0,180,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,1
-22.0,6,1203,199.0,3,43,1,1,144,10,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,0
0.0,6,700,0.0,4,36,2,1,132,240,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,0
0.0,24,5507,25.0,3,44,2,1,156,168,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,0
-39.0,18,3190,89.0,2,24,1,1,24,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1
-24.0,48,7119,55.0,3,53,2,2,12,264,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,1
0.0,24,3488,361.0,3,23,1,1,72,168,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
22.0,18,1113,40.0,4,26,1,2,12,204,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,0
29.0,26,7966,86.0,2,30,2,1,4,24,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
0.0,15,1532,410.0,4,31,1,1,12,36,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
0.0,4,1503,57.0,2,42,2,2,84,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,0
-22.0,36,2302,73.0,4,31,1,1,36,72,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True,1
-39.0,6,662,13.0,3,41,1,2,11,132,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,0
127.0,36,2273,57.0,3,32,2,2,48,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
192.0,15,2631,214.0,2,28,2,1,36,204,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,1
0.0,12,1503,17.0,4,41,1,1,36,288,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,True,False,False,True,0
0.0,24,1311,164.0,4,26,1,1,72,36,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,0
0.0,24,3105,0.0,4,25,2,1,3,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
821.0,21,2319,29.0,2,33,1,1,9,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True,1
-9.0,6,1374,0.0,4,75,1,1,0,36,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,0
71.0,18,3612,19.0,3,37,1,1,132,204,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0
-43.0,48,7763,19.0,4,42,1,1,132,96,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,1
782.0,18,3049,5.0,1,45,1,1,7,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,0
2.0,12,1534,57.0,1,23,1,1,3,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,True,False,False,True,1
0.0,24,2032,71.0,4,60,2,1,156,96,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,0
-22.0,30,6350,0.0,4,31,1,1,180,252,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,1
989.0,18,2864,80.0,2,34,1,2,36,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,1
0.0,12,1255,4.0,4,61,2,1,228,168,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,0
-8.0,24,1333,38.0,4,43,2,2,0,11,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,1
0.0,24,2022,80.0,4,37,1,1,36,96,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
0.0,24,1552,76.0,3,32,1,2,84,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,0
-27.0,12,626,46.0,4,24,1,1,24,96,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,1
0.0,48,8858,0.0,2,35,2,1,48,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,0
0.0,12,996,0.0,4,23,2,1,72,144,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0
0.0,6,1750,516.0,2,45,1,2,144,108,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,0
-33.0,48,6999,51.0,1,34,2,1,60,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,1
94.0,12,1995,483.0,4,27,1,1,10,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
138.0,9,1199,37.0,4,67,2,1,72,276,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,0
102.0,12,1331,50.0,2,22,1,1,7,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,False,False,True,1
33.0,18,2278,406.0,3,28,2,1,1,12,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,1
0.0,21,5003,0.0,1,29,2,1,36,96,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,1
-5.0,24,3552,50.0,3,27,1,1,72,264,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,1
115.0,18,1928,80.0,2,31,2,1,9,5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,1
-22.0,24,2964,0.0,4,49,1,2,156,288,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,0
-1.0,24,1546,22.0,4,24,1,1,48,288,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,True,True,1
376.0,6,683,32.0,2,29,1,1,9,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,0
82.0,36,12389,0.0,1,37,1,1,36,60,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,1
85.0,24,4712,0.0,4,37,2,1,36,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,0
150.0,24,1553,205.0,3,23,2,1,48,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,0
-2.0,12,1372,52.0,2,36,1,1,84,48,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,1
0.0,24,2578,19342.0,2,34,1,1,180,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
38.0,48,3979,0.0,4,41,2,2,72,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
-13.0,48,6758,14.0,3,31,1,1,24,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,1
-2.0,24,3234,74.0,4,23,1,1,0,108,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,1
0.0,30,5954,15.0,3,38,1,1,48,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,0
0.0,24,5433,0.0,2,26,1,1,0,72,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,0
-6.0,15,806,95.0,4,22,1,1,12,192,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,0
181.0,9,1082,19.0,4,27,2,1,216,264,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,0
0.0,15,2788,97.0,2,24,2,1,48,48,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,0
102.0,12,2930,36.0,2,27,1,1,84,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0
0.0,24,1927,0.0,3,33,2,1,12,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
140.0,36,2820,11.0,4,27,2,1,11,288,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,1
0.0,24,937,1.0,4,27,2,1,9,24,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,0
79.0,18,1056,90.0,3,30,2,1,120,48,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,True,1
76.0,12,3124,6.0,1,49,2,2,8,36,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,0
0.0,9,1388,30.0,4,26,1,1,12,6,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,0
196.0,36,2384,47.0,4,33,1,1,8,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True,True,1
0.0,12,2133,0.0,4,52,1,1,204,288,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,0
-41.0,18,2039,0.0,1,20,1,1,36,108,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,False,False,1
-24.0,9,2799,31.0,2,36,2,2,12,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,True,0
-38.0,12,1289,92.0,4,21,1,1,12,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,True,0
-31.0,18,1217,1.0,4,47,1,1,36,36,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,1
-6.0,12,2246,17.0,3,60,2,1,108,48,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,1
-21.0,12,385,60.0,4,58,4,1,60,36,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0
14.0,24,1965,0.0,4,42,2,1,24,228,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,0
0.0,21,1572,19485.0,4,36,1,1,84,144,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,0
131.0,24,2718,53.0,3,20,1,1,12,240,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,1
-8.0,24,1358,0.0,4,40,1,1,156,48,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,False,True,1
16.0,6,931,213.0,1,32,1,1,9,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,1
-11.0,24,1442,89.0,4,23,2,1,72,84,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,1
71.0,24,4241,24.0,1,36,3,1,36,240,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,1
0.0,18,2775,13.0,2,31,2,1,48,8,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,1
0.0,24,3863,98.0,1,32,1,1,24,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,0
5.0,7,2329,82.0,1,45,1,1,8,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,0
177.0,9,918,86.0,4,30,1,1,12,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,1
187.0,24,1837,89.0,4,34,1,1,84,276,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,1
0.0,36,3349,0.0,4,28,1,1,12,5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,1
553.0,10,1275,42.0,4,23,1,1,0,11,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0
-42.0,24,2828,557.0,4,22,1,1,12,276,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,True,True,False,False,True,0
0.0,24,4526,60.0,3,74,1,1,24,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
70.0,36,2671,241.0,4,50,1,1,12,60,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,1
0.0,18,2051,0.0,4,33,1,1,6,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
0.0,15,1300,0.0,4,45,1,2,120,216,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,0
-23.0,12,741,408.0,4,22,1,1,0,24,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,1
222.0,10,1240,478.0,1,48,1,2,192,264,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,1
-48.0,21,3357,3138.0,4,29,1,1,9,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,0
-18.0,24,3632,57.0,1,22,1,1,12,156,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,0
0.0,18,1808,3.0,4,22,1,1,72,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,1
179.0,48,12204,0.0,2,48,1,1,12,9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,0
168.0,60,9157,0.0,2,27,1,1,36,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,0
-37.0,6,3676,5.0,1,37,3,2,36,36,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,True,0
94.0,30,3441,315.0,2,21,1,1,12,204,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,1
0.0,12,640,88.0,4,49,1,1,24,0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,0
137.0,21,3652,49.0,2,27,2,1,48,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,0
0.0,18,1530,60.0,3,32,2,1,36,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,1
0.0,48,3914,0.0,4,38,1,1,24,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,1
-19.0,12,1858,35.0,4,22,1,1,4,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,0
-27.0,18,2600,47.0,4,65,2,1,24,276,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,1
0.0,15,1979,0.0,4,35,1,1,132,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
926.0,6,2116,34.0,2,41,1,1,12,9,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
73.0,9,1437,473.0,2,29,1,1,60,48,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,True,1
0.0,42,4042,806.0,4,36,2,1,36,252,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
0.0,9,3832,0.0,1,64,1,1,204,156,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,0
-19.0,24,3660,29.0,2,28,1,1,12,288,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
-39.0,18,1553,29.0,4,44,1,1,12,36,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,1
85.0,15,1444,0.0,4,23,1,1,9,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,0
0.0,9,1980,31.0,2,19,2,1,11,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,1
51.0,24,1355,56.0,3,25,1,1,11,168,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,1
0.0,12,1393,60.0,4,47,3,2,84,132,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,0
0.0,24,1376,719.0,4,28,1,1,48,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
0.0,60,15653,6.0,2,21,2,1,84,216,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
0.0,12,1493,89.0,4,34,1,2,3,24,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
-12.0,42,4370,1.0,3,26,2,2,72,8,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,1
-30.0,18,750,33.0,4,27,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,1
120.0,15,1308,15.0,4,38,2,1,168,84,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,0
0.0,15,4623,413.0,3,40,1,1,36,9,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,1
0.0,24,1851,27.0,4,33,2,1,60,10,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,True,False,False,True,0
-36.0,18,1880,25.0,4,32,2,1,84,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,0
0.0,36,7980,0.0,4,27,2,1,8,216,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,True,True,False,False,True,1
-36.0,30,4583,99.0,2,32,2,1,24,8,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True,0
0.0,12,1386,730.0,2,26,1,1,36,9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,1
389.0,24,947,25.0,4,38,1,2,60,48,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,1
-42.0,12,684,80.0,4,40,1,2,36,216,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,True,True,1
-9.0,48,7476,55.0,4,50,1,1,72,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,0
180.0,12,1922,39.0,4,37,1,1,24,6,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,1
-35.0,24,2303,5.0,4,45,1,1,132,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,1
90.0,36,8086,440.0,2,42,4,1,96,144,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,1
0.0,24,2346,53.0,4,35,2,1,48,24,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,0
-49.0,14,3973,16.0,1,22,1,1,0,276,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,0
104.0,12,888,17.0,4,41,1,2,132,60,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,1
0.0,48,10222,0.0,4,37,1,1,84,36,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,False,False,True,0
68.0,30,4221,17.0,2,28,2,1,24,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,False,False,0
30.0,18,6361,81.0,2,41,1,1,120,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,True,0
925.0,12,1297,11.0,3,23,1,1,12,168,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,True,False,False,True,0
-12.0,12,900,0.0,4,23,1,1,24,3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,1
0.0,21,2241,18.0,4,50,2,1,216,11,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0
65.0,6,1050,48.0,4,35,2,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True,0
975.0,6,1047,84.0,2,50,1,1,36,84,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,0
0.0,24,6314,77.0,4,27,2,1,0,7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,0
15.0,30,3496,6088.0,4,34,1,2,12,10,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,True,False,False,True,0
